cod_mun;Município;Ano;Pop;CVPatr_tx;Efetivo
3148103;Patrocínio;2006;78670;302,53;131
3148202;Patrocínio do Muriaé;2006;5117;58,63;6
3148301;Paula Cândido;2006;9185;119,76;4
3148400;Paulistas;2006;5000;20;4
3148509;Pavão;2006;8725;22,92;5
3148608;Peçanha;2006;17245;40,59;21
3148707;Pedra Azul;2006;23768;84,15;32
3148756;Pedra Bonita;2006;6501;15,38;6
3148806;Pedra do Anta;2006;3582;27,92;5
3148905;Pedra do Indaiá;2006;3854;51,89;5
3149002;Pedra Dourada;2006;2037;0;3
3149101;Pedralva;2006;11691;8,55;16
3149150;Pedras de Maria da Cruz;2006;9720;20,58;4
3149200;Pedrinópolis;2006;3441;87,19;5
3149309;Pedro Leopoldo;2006;56829;235,79;57
3149408;Pedro Teixeira;2006;1787;0;6
3149507;Pequeri;2006;3107;0;6
3149606;Pequi;2006;3932;0;6
3149705;Perdigão;2006;7463;80,39;8
3149804;Perdizes;2006;13563;125,34;27
3149903;Perdões;2006;19553;81,83;33
3149952;Periquito;2006;7203;138,82;8
3150000;Pescador;2006;4095;0;5
3150109;Piau;2006;2909;68,75;7
3150158;Piedade de Caratinga;2006;6350;15,75;4
3150208;Piedade de Ponte Nova;2006;4052;24,68;4
3150307;Piedade do Rio Grande;2006;4852;20,61;7
3150406;Piedade dos Gerais;2006;4494;66,76;10
3150505;Pimenta;2006;8076;12,38;10
3150539;Pingo D' Água;2006;4173;47,92;4
3150570;Pintópolis;2006;7111;14,06;4
3150604;Piracema;2006;6453;0;7
3150703;Pirajuba;2006;3770;53,05;6
3150802;Piranga;2006;17158;5,83;20
3150901;Piranguçu;2006;5123;117,12;5
3151008;Piranguinho;2006;7770;154,44;9
3151107;Pirapetinga;2006;10240;39,06;13
3151206;Pirapora;2006;52166;540,58;121
3151305;Piraúba;2006;10982;45,53;8
3151404;Pitangui;2006;24069;58,17;28
3151503;Piumhi;2006;30632;71,82;59
3151602;Planura;2006;9501;52,62;29
3151701;Poço Fundo;2006;15644;63,92;10
3151800;Poços de Caldas;2006;145606;157,27;286
3151909;Pocrane;2006;9331;21,43;4
3152006;Pompéu;2006;27884;107,59;30
3152105;Ponte Nova;2006;56597;252,66;101
3152131;Ponto Chique;2006;3840;26,04;4
3152170;Ponto dos Volantes;2006;11021;18,15;5
3152204;Porteirinha;2006;37766;111,21;21
3152303;Porto Firme;2006;10038;69,73;6
3152402;Poté;2006;15320;78,33;10
3152501;Pouso Alegre;2006;120608;189,04;270
3152600;Pouso Alto;2006;6397;0;6
3152709;Prados;2006;8116;36,96;14
3152808;Prata;2006;24910;136,49;34
3152907;Pratápolis;2006;8977;33,42;10
3153004;Pratinha;2006;3109;96,49;4
3153103;Presidente Bernardes;2006;5664;17,66;5
3153202;Presidente Juscelino;2006;4071;73,69;6
3153301;Presidente Kubitschek;2006;2958;33,8;4
3153400;Presidente Olegário;2006;18271;32,84;27
3153608;Prudente de Morais;2006;9020;121,95;18
3153707;Quartel Geral;2006;3190;94,03;4
3153806;Queluzito;2006;1834;0;5
3153905;Raposos;2006;14925;53,6;15
3154002;Raul Soares;2006;24026;41,62;32
3154101;Recreio;2006;10264;29,23;8
3154150;Reduto;2006;6308;95,11;4
3154200;Resende Costa;2006;10688;37,42;17
3154309;Resplendor;2006;17059;82,07;28
3154408;Ressaquinha;2006;4653;64,47;7
3154457;Riachinho;2006;8001;62,5;7
3154507;Riacho dos Machados;2006;9368;53,38;4
3154606;Ribeirão das Neves;2006;275687;358,74;463
3154705;Ribeirão Vermelho;2006;3746;0;6
3154804;Rio Acima;2006;8495;105,94;15
3154903;Rio Casca;2006;14629;123,05;41
3155009;Rio Doce;2006;2407;0;3
3155108;Rio do Prado;2006;5290;0;9
3155207;Rio Espera;2006;6411;0;6
3155306;Rio Manso;2006;5019;159,4;15
3155405;Rio Novo;2006;8655;57,77;27
3155504;Rio Paranaíba;2006;11751;68,08;12
3155603;Rio Pardo de Minas;2006;28365;45,83;13
3155702;Rio Piracicaba;2006;14157;105,95;20
3155801;Rio Pomba;2006;16821;41,62;31
3155900;Rio Preto;2006;5236;76,39;23
3156007;Rio Vermelho;2006;14148;14,14;13
3156106;Ritápolis;2006;5123;39,04;7
3156205;Rochedo de Minas;2006;2032;49,22;5
3156304;Rodeiro;2006;6232;80,24;6
3156403;Romaria;2006;3655;54,72;4
3156452;Rosário da Limeira;2006;4095;122,09;4
3156502;Rubelita;2006;8672;46,12;4
3156601;Rubim;2006;9826;10,18;6
3156700;Sabará;2006;121893;304,36;183
3156809;Sabinópolis;2006;15942;37,64;17
3156908;Sacramento;2006;22857;166,25;37
3157005;Salinas;2006;38210;75,9;41
3157104;Salto da Divisa;2006;6833;14,63;12
3157203;Santa Bárbara;2006;26358;128,99;28
3157252;Santa Bárbara do Leste;2006;7496;80,05;4
3157278;Santa Bárbara do Monte Verde;2006;2613;0;7
3157302;Santa Bárbara do Tugúrio;2006;4675;42,78;5
3157336;Santa Cruz de Minas;2006;7532;79,66;19
3157377;Santa Cruz de Salinas;2006;4558;21,94;3
3157401;Santa Cruz do Escalvado;2006;5148;0;4
3157500;Santa Efigênia de Minas;2006;4731;0;5
3157609;Santa Fé de Minas;2006;4060;98,53;6
3157658;Santa Helena de Minas;2006;5938;16,84;7
3157708;Santa Juliana;2006;9909;111,01;10
3157807;Santa Luzia;2006;195701;329,59;403
3157906;Santa Margarida;2006;14491;41,41;8
3158003;Santa Maria de Itabira;2006;10479;0;7
3158102;Santa Maria do Salto;2006;5350;74,77;4
3158201;Santa Maria do Suaçuí;2006;14390;48,65;29
3158300;Santana da Vargem;2006;7352;0;8
3158409;Santana de Cataguases;2006;3518;0;5
3158508;Santana de Pirapama;2006;8254;36,35;7
3158607;Santana do Deserto;2006;3829;0;11
3158706;Santana do Garambéu;2006;2131;0;6
3158805;Santana do Jacaré;2006;4530;22,07;5
3158904;Santana do Manhuaçu;2006;8600;11,63;4
3158953;Santana do paraíso;2006;23193;81,92;22
3159001;Santana do Riacho;2006;3910;25,57;6
3159100;Santana dos Montes;2006;3874;51,63;6
3159209;Santa Rita de Caldas;2006;9135;98,52;14
3159308;Santa Rita de Jacutinga;2006;5086;39,32;7
3159357;Santa Rita de Minas;2006;6241;16,02;12
3159407;Santa Rita do Ibitipoca;2006;3690;0;5
3159506;Santa Rita do Itueto;2006;5845;51,32;4
3159605;Santa Rita do Sapucaí;2006;35042;253,98;33
3159704;Santa Rosa da Serra;2006;3182;157,11;6
3159803;Santa Vitória;2006;17423;103,31;42
3159902;Santo Antônio do Amparo;2006;16855;47,46;12
3160009;Santo Antônio do Aventureiro;2006;3532;0;4
3160108;Santo Antônio do Grama;2006;4203;47,58;4
3160207;Santo Antônio do Itambé;2006;4314;0;3
3160306;Santo Antônio do Jacinto;2006;11932;8,38;6
3160405;Santo Antônio do Monte;2006;24966;92,12;22
3160454;Santo Antônio do Retiro;2006;6840;29,24;4
3160504;Santo Antônio do Rio Abaixo;2006;1797;0;3
3160603;Santo Hipólito;2006;3339;0;5
3160702;Santos Dumont;2006;46527;159,05;67
3160801;São Bento Abade;2006;4224;0;7
3160900;São Brás do Suaçuí;2006;3422;58,45;5
3160959;São Domingos das Dores;2006;5325;0;3
3161007;São Domingos do Prata;2006;17486;40,03;30
3161056;São Félix de Minas;2006;3414;0;4
3161106;São Francisco;2006;52931;117,13;35
3161205;São Francisco de Paula;2006;6509;0;5
3161304;São Francisco de Sales;2006;5575;35,88;6
3161403;São Francisco do Glória;2006;5384;55,72;4
3161502;São Geraldo;2006;9165;76,38;7
3161601;São Geraldo da Piedade;2006;4634;43,16;5
3161650;São Geraldo do Baixio;2006;3225;0;5
3161700;São Gonçalo do Abaeté;2006;5922;33,77;13
3161809;São Gonçalo do Pará;2006;9357;203,06;11
3161908;São Gonçalo do Rio Abaixo;2006;9236;97,44;15
3125507;São Gonçalo do Rio Preto;2006;3021;0;4
3162005;São Gonçalo do Sapucaí;2006;23274;107,41;25
3162104;São Gotardo;2006;30100;372,1;41
3162203;São João Batista do Glória;2006;6640;15,06;7
3162252;São João da Lagoa;2006;4556;87,8;5
3162302;São João da Mata;2006;2742;0;5
3162401;São João da Ponte;2006;25647;15,6;19
3162450;São João das Missões;2006;11107;18,01;4
3162500;São João Del Rei;2006;82151;198,41;194
3162559;São João do Manhuaçu;2006;9612;31,21;5
3162575;São João do Manteninha;2006;4864;82,23;7
3162609;São João do Oriente;2006;8123;12,31;7
3162658;São João do Pacuí;2006;3900;0;4
3162708;São João do Paraíso;2006;21806;55,03;7
3162807;São João Evangelista;2006;15556;19,28;31
3162906;São João Nepomuceno;2006;24563;113,99;35
3162922;São Joaquim de Bicas;2006;22298;457,44;65
3162948;São José da Barra;2006;6484;0;8
3162955;São José da Lapa;2006;17734;541,32;24
3163003;São José da Safira;2006;4005;0;9
3163102;São José da Varginha;2006;3781;26,45;5
3163201;São José do Alegre;2006;3921;51,01;5
3163300;São José do Divino;2006;3849;0;8
3163409;São José do Goiabal;2006;5788;69,11;6
3163508;São José do Jacuri;2006;6652;15,03;5
3163607;São José do Mantimento;2006;2507;0;4
3163706;São Lourenço;2006;39732;133,39;114
3163805;São Miguel do Anta;2006;6718;0;6
3163904;São Pedro da União;2006;5268;56,94;5
3164001;São Pedro dos Ferros;2006;8706;57,43;9
3164100;São Pedro do Suaçuí;2006;5774;86,59;5
3164209;São Romão;2006;9203;65,19;14
3164308;São Roque de Minas;2006;6545;0;14
3164407;São Sebastião da Bela Vista;2006;4687;64,01;4
3164431;São Sebastião da Vargem Alegre;2006;2708;73,85;5
3164472;São Sebastião do Anta;2006;5339;18,73;3
3164506;São Sebastião do Maranhão;2006;11030;63,46;5
3164605;São Sebastião do Oeste;2006;5316;56,43;5
3164704;São Sebastião do Paraíso;2006;62292;186,22;100
3164803;São Sebastião do Rio Preto;2006;1679;59,56;4
3164902;São Sebastião do Rio Verde;2006;2057;0;3
3165008;São Tiago;2006;10443;0;11
3165107;São Tomás de Aquino;2006;7183;97,46;8
3165206;São Tomé das Letras;2006;6477;61,76;7
3165305;São Vicente de Minas;2006;6663;45,03;5
3165404;Sapucaí Mirim;2006;5919;168,94;7
3165503;Sardoá;2006;5256;76,11;5
3165537;Sarzedo;2006;22002;209,07;39
3165560;Sem-Peixe;2006;2975;33,62;3
3165578;Senador Amaral;2006;5187;38,56;4
3165602;Senador Cortês;2006;1995;0;5
3165701;Senador Firmino;2006;6977;0;17
3165800;Senador José Bento;2006;2057;48,62;4
3165909;Senador Modestino Gonçalves;2006;4815;0;4
3166006;Senhora de Oliveira;2006;5672;0;5
3166105;Senhora do Porto;2006;3509;0;4
3166204;Senhora dos Remédios;2006;10136;0;9
3166303;Sericita;2006;7079;14,13;4
3166402;Seritinga;2006;1770;0;5
3166501;Serra Azul de Minas;2006;4215;0;4
3166600;Serra da Saudade;2006;838;0;4
3166709;Serra dos Aimorés;2006;8327;156,12;7
3166808;Serra do Salitre;2006;10078;79,38;10
3166907;Serrania;2006;7534;39,82;7
3166956;Serranópolis de Minas;2006;4270;23,42;4
3167004;Serranos;2006;2027;0;4
3167103;Serro;2006;20924;14,34;34
3167202;Sete Lagoas;2006;202103;490,34;412
3165552;Setubinha;2006;10226;9,78;5
3167301;Silveirânia;2006;2172;0;5
3167400;Silvianópolis;2006;5963;16,77;6
3167509;Simão Pereira;2006;2516;158,99;9
3167608;Simonésia;2006;17731;28,2;5
3167707;Sobrália;2006;6013;83,15;6
3167806;Soledade de Minas;2006;5466;36,59;5
3167905;Tabuleiro;2006;4273;46,8;5
3168002;Taiobeiras;2006;29463;64,49;58
3168051;Taparuba;2006;3175;0;5
3168101;Tapira;2006;3781;26,45;6
3168200;Tapiraí;2006;1885;0;4
3168309;Taquaraçu de Minas;2006;3673;54,45;5
3168408;Tarumirim;2006;14384;62,57;28
3168507;Teixeiras;2006;11282;97,5;13
3168606;Teófilo Otoni;2006;132710;575,69;557
3168705;Timóteo;2006;77256;163,09;93
3168804;Tiradentes;2006;6459;30,97;27
3168903;Tiros;2006;7171;69,72;12
3169000;Tocantins;2006;15505;70,95;11
3169059;Tocos do Moji;2006;3901;25,63;3
3169109;Toledo;2006;5546;72,13;4
3169208;Tombos;2006;10342;48,35;21
3169307;Três Corações;2006;69741;183,54;88
3169356;Três Marias;2006;26336;87,33;31
3169406;Três Pontas;2006;52755;187,66;56
3169505;Tumiritinga;2006;6109;32,74;8
3169604;Tupaciguara;2006;23775;378,55;67
3169703;Turmalina;2006;17069;17,58;14
3169802;Turvolândia;2006;4491;89,06;4
3169901;Ubá;2006;94672;152,1;260
3170008;Ubaí;2006;11320;61,84;5
3170057;Ubaporanga;2006;11906;16,8;6
3170107;Uberaba;2006;277812;753,75;725
3170206;Uberlândia;2006;561085;1358,26;1632
3170305;Umburatiba;2006;2773;0;6
3170404;Unaí;2006;74527;377,05;302
3170438;União de Minas;2006;4509;44,36;5
3170479;Uruana de Minas;2006;3249;92,33;7
3170503;Urucânia;2006;10334;38,71;5
3170529;Urucuia;2006;11851;42,19;8
3170578;Vargem Alegre;2006;6500;61,54;4
3170602;Vargem Bonita;2006;2184;0;4
3170651;Vargem Grande do Rio Pardo;2006;4625;0;4
3170701;Varginha;2006;117347;231,79;305
3170750;Varjão de Minas;2006;5476;73,04;7
3170800;Várzea da Palma;2006;34110;255,05;29
3170909;Varzelândia;2006;19154;31,32;7
3171006;Vazante;2006;19419;108,14;35
3171030;Verdelândia;2006;7865;50,86;5
3171071;Veredinha;2006;5435;18,4;3
3171105;Veríssimo;2006;3228;123,91;7
3171154;Vermelho Novo;2006;4646;21,52;3
3171204;Vespasiano;2006;92303;269,76;315
3171303;Viçosa;2006;69241;475,16;79
3171402;Vieiras;2006;3821;52,34;3
3171600;Virgem da Lapa;2006;13652;0;6
3171709;Virgínia;2006;8661;0;6
3171808;Virginópolis;2006;10683;0;23
3171907;Virgolândia;2006;5841;34,24;6
3172004;Visconde do Rio Branco;2006;35739;128,71;48
3172103;Volta Grande;2006;5014;39,89;5
3172202;Wenceslau Braz;2006;2572;38,87;5
3100104;Abadia dos Dourados;2007;6631;60,32;6
3100203;Abaeté;2007;22608;145,96;31
3100302;Abre Campo;2007;13333;30;20
3100401;Acaiaca;2007;3914;127,75;3
3100500;Açucena;2007;10634;28,21;20
3100609;Água Boa;2007;15945;56,44;6
3100708;Água Comprida;2007;2046;48,86;7
3100807;Aguanil;2007;3903;51,25;7
3100906;Águas Formosas;2007;18301;71,03;25
3101003;Águas Vermelhas;2007;12473;88,19;8
3101102;Aimorés;2007;25022;35,97;51
3101201;Aiuruoca;2007;6257;95,89;18
3101300;Alagoa;2007;2738;36,52;4
3101409;Albertina;2007;2893;69,12;6
3101508;Além Paraíba;2007;34153;76,13;56
3101607;Alfenas;2007;71716;298,4;100
3101631;Alfredo Vasconcelos;2007;5769;34,67;6
3101706;Almenara;2007;37755;172,16;99
3101805;Alpercata;2007;7115;42,16;6
3101904;Alpinópolis;2007;18053;88,63;18
3102001;Alterosa;2007;13501;22,22;11
3102050;Alto Caparaó;2007;5106;0;11
3153509;Alto Jequitibá;2007;8366;59,76;4
3102100;Alto Rio Doce;2007;12656;39,51;35
3102209;Alvarenga;2007;4665;0;6
3102308;Alvinópolis;2007;15371;39,04;18
3102407;Alvorada de Minas;2007;3543;0;4
3102506;Amparo da Serra;2007;5181;38,6;5
3102605;Andradas;2007;35952;100,13;43
3102803;Andrelândia;2007;12224;8,18;25
3102852;Angelândia;2007;7845;50,99;6
3102902;Antônio Carlos;2007;11049;9,05;9
3103009;Antônio Dias;2007;9714;92,65;11
3103108;Antônio Prado de Minas;2007;1708;58,54;5
3103207;Araçaí;2007;2215;90,3;6
3103306;Aracitaba;2007;2068;0;5
3103405;Araçuaí;2007;35951;122,39;46
3103504;Araguari;2007;107477;331,23;231
3103603;Arantina;2007;2850;0;5
3103702;Araponga;2007;8087;0;5
3103751;Araporã;2007;5885;271,87;16
3103801;Arapuá;2007;2768;36,13;7
3103900;Araújos;2007;7347;40,83;6
3104007;Araxá;2007;89075;240,25;193
3104106;Arceburgo;2007;9048;88,42;14
3104205;Arcos;2007;35405;76,26;41
3104304;Areado;2007;13272;82,88;15
3104403;Argirita;2007;2982;167,65;5
3104452;Aricanduva;2007;4613;21,68;3
3104502;Arinos;2007;17698;169,51;46
3104601;Astolfo Dutra;2007;12673;47,35;8
3104700;Ataléia;2007;15119;46,3;15
3104809;Augusto de Lima;2007;5023;99,55;5
3104908;Baependi;2007;18082;60,83;15
3105004;Baldim;2007;7991;62,57;9
3105103;Bambuí;2007;22436;62,4;22
3105202;Bandeira;2007;5088;19,65;5
3105301;Bandeira do Sul;2007;5206;19,21;6
3105400;Barão de Cocais;2007;26843;122,94;71
3105509;Barão do Monte Alto;2007;5874;34,05;6
3105608;Barbacena;2007;122603;215,33;509
3105707;Barra Longa;2007;6541;0;4
3105905;Barroso;2007;19234;15,6;30
3106002;Bela Vista de Minas;2007;9964;150,54;9
3106101;Belmiro Braga;2007;3413;29,3;8
3106200;Belo Horizonte;2007;2335156;1056,33;12732
3106309;Belo Oriente;2007;22175;72,15;33
3106408;Belo Vale;2007;7510;53,26;5
3106507;Berilo;2007;12510;7,99;6
3106655;Berizal;2007;4249;0;3
3106606;Bertópolis;2007;4483;0;6
3106705;Betim;2007;355355;640,2;659
3106804;Bias Fortes;2007;3967;0;6
3106903;Bicas;2007;13400;82,09;21
3107000;Biquinhas;2007;2688;0;5
3107109;Boa Esperança;2007;38108;39,36;46
3107208;Bocaina de Minas;2007;5004;0;12
3107307;Bocaiúva;2007;45501;178,02;39
3107406;Bom Despacho;2007;43874;104,84;280
3107505;Bom Jardim de Minas;2007;6548;91,62;10
3107604;Bom Jesus da Penha;2007;3777;52,95;4
3107703;Bom Jesus do Amparo;2007;5284;132,48;5
3107802;Bom Jesus do Galho;2007;15615;19,21;9
3107901;Bom Repouso;2007;10482;38,16;5
3108008;Bom Sucesso;2007;17203;40,69;21
3108107;Bonfim;2007;6838;43,87;20
3108206;Bonfinópolis de Minas;2007;6038;66,25;18
3108255;Bonito de Minas;2007;9097;21,98;4
3108305;Borda da Mata;2007;16279;86;13
3108404;Botelhos;2007;14986;60,06;16
3108503;Botumirim;2007;6602;30,3;4
3108552;Brasilândia de Minas;2007;13348;194,79;25
3108602;Brasília de Minas;2007;30950;19,39;27
3108701;Brás Pires;2007;4777;41,87;5
3108800;Braúnas;2007;5145;58,31;17
3108909;Brazópolis;2007;14822;20,24;4
3109006;Brumadinho;2007;31599;91,78;51
3109105;Bueno Brandão;2007;10913;45,82;10
3109204;Buenópolis;2007;10323;67,81;29
3109253;Bugre;2007;3982;100,45;5
3109303;Buritis;2007;22025;86,26;47
3109402;Buritizeiro;2007;26634;251,56;21
3109451;Cabeceira Grande;2007;6293;111,23;11
3109501;Cabo Verde;2007;13805;0;15
3109600;Cachoeira da Prata;2007;3694;54,14;6
3109709;Cachoeira de Minas;2007;10897;36,71;7
3102704;Cachoeira de Pajeú;2007;8833;56,61;5
3109808;Cachoeira Dourada;2007;2445;0;6
3109907;Caetanópolis;2007;9701;113,39;7
3110004;Caeté;2007;39391;159,93;57
3110103;Caiana;2007;4783;20,91;4
3110202;Cajuri;2007;4093;48,87;5
3110301;Caldas;2007;13377;37,38;16
3110400;Camacho;2007;3266;0;4
3110509;Camanducaia;2007;20932;124,21;30
3110608;Cambuí;2007;25399;137,8;33
3110707;Cambuquira;2007;12593;55,59;13
3110806;Campanário;2007;3523;255,49;7
3110905;Campanha;2007;15032;46,57;19
3111002;Campestre;2007;20662;24,2;18
3111101;Campina Verde;2007;19272;72,65;31
3111150;Campo Azul;2007;3654;0;4
3111200;Campo Belo;2007;50865;167,11;72
3111309;Campo do Meio;2007;11473;139,46;8
3111408;Campo Florido;2007;6371;141,27;13
3111507;Campos Altos;2007;13786;166,84;21
3111606;Campos Gerais;2007;27300;201,47;23
3111705;Canaã;2007;4679;64,11;5
3111804;Canápolis;2007;11149;98,66;15
3111903;Cana Verde;2007;5616;89,03;7
3112000;Candeias;2007;14566;75,52;13
3112059;Cantagalo;2007;4088;24,46;5
3112109;Caparaó;2007;5149;97,1;4
3112208;Capela Nova;2007;4821;20,74;6
3112307;Capelinha;2007;33717;50,42;43
3112406;Capetinga;2007;7194;55,61;15
3112505;Capim Branco;2007;8581;58,27;9
3112604;Capinópolis;2007;15030;59,88;22
3112653;Capitão Andrade;2007;4734;21,12;5
3112703;Capitão Enéas;2007;13880;144,09;7
3112802;Capitólio;2007;8053;74,51;12
3112901;Caputira;2007;8978;33,42;4
3113008;Caraí;2007;21943;36,46;9
3113107;Caranaíba;2007;3347;0;5
3113206;Carandaí;2007;22652;44,15;39
3113305;Carangola;2007;32208;49,68;70
3113404;Caratinga;2007;82998;140,97;140
3113503;Carbonita;2007;9101;10,99;5
3113602;Careaçu;2007;6152;113,78;4
3113701;Carlos Chagas;2007;20644;150,16;34
3113800;Carmésia;2007;2386;0;4
3113909;Carmo da Cachoeira;2007;11774;42,47;10
3114006;Carmo da Mata;2007;10775;37,12;10
3114105;Carmo de Minas;2007;13387;52,29;10
3114204;Carmo do Cajuru;2007;19124;156,87;39
3114303;Carmo do Paranaíba;2007;29676;576,23;49
3114402;Carmo do Rio Claro;2007;20231;74,14;30
3114501;Carmópolis de Minas;2007;16201;43,21;21
3114550;Carneirinho;2007;9306;32,24;20
3114600;Carrancas;2007;3933;0;6
3114709;Carvalhópolis;2007;3266;0;6
3114808;Carvalhos;2007;4612;21,68;4
3114907;Casa Grande;2007;2252;44,41;5
3115003;Cascalho Rico;2007;2787;143,55;6
3115102;Cássia;2007;17385;46,02;29
3115300;Cataguases;2007;68025;79,38;86
3115359;Catas Altas;2007;4660;64,38;8
3115409;Catas Altas da Noruega;2007;3412;58,62;5
3115458;Catuji;2007;6895;87,02;7
3115474;Catuti;2007;5175;77,29;4
3115508;Caxambu;2007;21849;137,31;38
3115607;Cedro do Abaeté;2007;1234;162,05;4
3115706;Central de Minas;2007;6709;59,62;7
3115805;Centralina;2007;10265;48,71;13
3115904;Chácara;2007;2660;37,59;13
3116001;Chalé;2007;5655;17,68;4
3116100;Chapada do Norte;2007;15212;0;4
3116159;Chapada Gaúcha;2007;9602;41,66;4
3116209;Chiador;2007;2838;0;8
3116308;Cipotânea;2007;6491;46,22;5
3116407;Claraval;2007;4453;22,45;8
3116506;Claro dos Poções;2007;7904;88,56;8
3116605;Cláudio;2007;24770;104,97;26
3116704;Coimbra;2007;6896;72,51;5
3116803;Coluna;2007;9133;21,9;5
3116902;Comendador Gomes;2007;2935;136,3;5
3117009;Comercinho;2007;8836;0;5
3117108;Conceição da Aparecida;2007;9691;82,55;7
3115201;Conceição da Barra de Minas;2007;3977;0;5
3117306;Conceição das Alagoas;2007;21108;184,76;3
3117207;Conceição das Pedras;2007;2741;0;29
3117405;Conceição de Ipanema;2007;4436;22,54;4
3117504;Conceição do Mato Dentro;2007;18138;38,59;25
3117603;Conceição do Pará;2007;5050;39,61;6
3117702;Conceição do Rio Verde;2007;12752;15,68;8
3117801;Conceição dos Ouros;2007;9935;10,07;5
3117836;Cônego Marinho;2007;6913;57,86;5
3117876;Confins;2007;5602;321,33;25
3117900;Congonhal;2007;9920;60,49;5
3118007;Congonhas;2007;46252;97,29;60
3118106;Congonhas do Norte;2007;4933;20,27;3
3118205;Conquista;2007;6401;46,87;11
3118304;Conselheiro Lafaiete;2007;112317;170,05;227
3118403;Conselheiro Pena;2007;22106;36,19;42
3118502;Consolação;2007;1720;0;4
3118601;Contagem;2007;583481;1156,85;1709
3118700;Coqueiral;2007;9392;10,65;8
3118809;Coração de Jesus;2007;25962;100,15;28
3118908;Cordisburgo;2007;8630;11,59;8
3119005;Cordislândia;2007;3415;0;4
3119104;Corinto;2007;24121;120,23;25
3119203;Coroaci;2007;10435;28,75;10
3119302;Coromandel;2007;27540;232,39;46
3119401;Coronel Fabriciano;2007;101861;205,18;149
3119500;Coronel Murta;2007;9129;76,68;6
3119609;Coronel Pacheco;2007;2960;33,78;7
3119708;Coronel Xavier Chaves;2007;3268;0;5
3119807;Córrego Danta;2007;3476;172,6;10
3119906;Córrego do Bom Jesus;2007;3762;0;4
3119955;Córrego Fundo;2007;5604;124,91;7
3120003;Córrego Novo;2007;3275;91,61;4
3120102;Couto de Magalhães de Minas;2007;4147;0;5
3120151;Crisólita;2007;5816;17,19;5
3120201;Cristais;2007;10732;9,32;10
3120300;Cristália;2007;5711;35,02;4
3120409;Cristiano Otoni;2007;4980;100,4;6
3120508;Cristina;2007;10257;48,75;9
3120607;Crucilândia;2007;4675;64,17;10
3120706;Cruzeiro da Fortaleza;2007;3872;0;9
3120805;Cruzília;2007;14349;27,88;9
3120839;Cuparaque;2007;4587;0;5
3120870;Curral de Dentro;2007;6622;75,51;7
3120904;Curvelo;2007;72197;168,98;222
3121001;Datas;2007;5163;58,1;4
3121100;Delfim Moreira;2007;7996;0;7
3121209;Delfinópolis;2007;6758;29,59;7
3121258;Delta;2007;7035;127,94;15
3121308;Descoberto;2007;4699;42,56;6
